Product Name,Product Price,Warranty Period(Months),Processor Type,Screen Size(inch),Operating System,product type,Color,Storage Capacity,RAM(GB),Network and Communication,Touch Display,Display Resolution,Battery Type
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Starlight,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
MacBook Air M2 15.3 2023,4499,24.0,Apple M2 chip,15.3,macOS Ventura,standard,Space Gray,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.3,False,Liquid Retina 2880x1864,Up to 18 hours of typical device usage
IdeaPad 3 15IAU7,2249,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Arctic Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Integrated 45Wh
HP EliteBook 645 14 inch G9 Notebook PC,2999,36.0,AMD Ryzen 7-5825U,14.0,Windows 11 Professional,Business,Silver,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"HP Long Life 3-cell, 42 Wh Li-ion"
ThinkPad E15 Gen 4,2999,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Business,Black,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920 x 1080 FHD IPS,Lithium 3 Cell
Dell G15 5530 Gaming,5899,24.0,Intel Core i7-13650HX (13th Gen),15.6,Windows 11 Home,Gaming,Dark Shadow Grey,1TB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"6-Cell Battery, 86WH, integrated"
Asus TUF Gaming FA507NV-LP020,4499,24.0,AMD Ryzen 7-7735HS,15.6,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Asus Vivobook X1504VA-NJ400,2349,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Cool Silver,1TB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
ThinkPad E16 Gen 1 (Intel),2349,24.0,Intel Core i7-13700H (13th Gen),16.0,Dos,Business,Graphite Black,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 57Wh
HP Dragonfly 13.5 inch G4 Notebook PC (818N5EA),6999,36.0,Intel Core i7-1355U (13th Gen),13.5,Windows 11 Professional,Business,Slate blue,1TB SSD M.2,32,Wi-Fi 6E AX211 (2x2) and Bluetooth 5.3,False,"WUXGA+ 1920x1280, IPS","HP Long Life 6-cell, 68 Wh Li-ion polymer"
Lenovo IdeaPad 5 15IAL7,2199,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,ABYSS Blue,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1080,57Wh Li-ion battery
Acer Aspire 5 A515-57G-78ZN,2849,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Gaming,Steel Gray,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,50Wh Li-ion battery
HP Victus Gaming 16-s0008nx,4299,24.0,AMD Ryzen 7-7840HS,16.1,Dos,Gaming,Mica Silver,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"4-cell, 70 Wh Li-ion polymer"
Lenovo IdeaPad Slim 3 15IRH8,1749,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,standard,Arctic Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
Asus TUF Gaming FA507XI-LP018,5499,24.0,AMD Ryzen 9-7940HS,15.6,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Acer Nitro V 15 ANV15-51-76HP,4299,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,57Wh Li-ion battery
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Space Gray,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Dell G15 5530 Gaming,5499,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,1TB SSD M.2,16,"Intel Wi-Fi 6 AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"6-Cell Battery, 86WH, integrated"
Lenovo Legion 5 16IRX9,6299,24.0,Intel Core i7-14650HX (14th Generation),16.0,Windows 11 Home,Gaming,Luna Grey,512GB SSD M.2,16,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Dell Vostro 15 3520,1599,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Black,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Asus Vivobook X1504VA-NJ379,2199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Cool Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,2560x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Apple MacBook Air 13-inch M3,4649,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Silver,256GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Dell G15 5530 Gaming,6699,24.0,Intel Core i9-13900HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,1TB SSD M.2,32,"Intel Wi-Fi 6 AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"6-Cell Battery, 86WH, integrated"
Asus Vivobook X1504ZA-NJ055,1149,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,standard,Cool Silver,256GB SSD M.2,4,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Asus E510MA-BR633WS,799,24.0,Intel Celeron N4020,15.6,Windows 11 Home,standard,Peacock Blue,128GB eMMC,4,Wi-Fi 5 + Bluetooth 5.1,False,1366 x 768 HD,"3-cell Li-ion, 42WHrs, 3S1P"
IdeaPad 1 15IAU7,2099,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Cloud Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3 Cell, Integrated 42Wh"
ASUS ROG Strix G17 G713RC-HX040,3899,24.0,AMD Ryzen 7-6800H,17.3,Dos,Gaming,ECLIPSE GRAY,1TB SSD M.2,16,Wi-Fi 6E (802.11ax) (Triple band) 2*2 + Bluetooth 5.3,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
Apple MacBook Pro 14-Inch M3 Pro,10999,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,standard,Space Black,1TB SSD,18,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,4480x2520,72.4-watt-hour lithium-polymer battery
Dell Vostro 15 3520,1849,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Asus TUF Gaming FX707ZC4-HX062,3149,24.0,Intel Core i5-12500H (12th Gen),17.3,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
Yoga Slim 7 ProX 14ARH7,3599,24.0,AMD Ryzen 7-6800HS,14.5,Windows 11 Home,standard,Onyx Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,3072x1920,"4 Cell, Integrated 70Wh"
Apple MacBook Air M3,5799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Starlight,512GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Lenovo Legion 5 Pro 16IRX9,8499,24.0,Intel Core i7-14700K (14th Generation),16.0,Windows 11 Home,Gaming,Onyx Grey,1TB SSD M.2,32,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Latitude 3450,8499,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,"Intel Wi-Fi 6E AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"3 Cell, integrated 54Wh"
Lenovo IdeaPad 1 15IAU7,1749,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Cloud Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3 Cell, Integrated 42Wh"
Microsoft Surface Studio,10999,24.0,Quad-core Intel Core H35 i7-11370H (11th Gen),14.4,Windows 11 Home,Business,Platinum,2TB SSD,32,Wi-Fi 6 + Bluetooth 5.1,True,2400×1600,Up to 18 hours of typical device usage
Asus ExpertBook B1 (B1402CVA-I58512B0D - 13th Gen Intel),2099,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Business,Star Black,512GB SSD M.2,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Microsoft Surface Pro 9,5999,24.0,Intel Core i7-1265U (12th Gen) Evo Platform,13.0,Windows 11 Home,2-in-1,Graphite,256GB SSD M.2,16,WiFi 6E (802.11ax) and Bluetooth 5.1,True,2880X1920 (267 PPI),Up to 15.5 hours of typical device usage
ThinkBook Plus G3 IAP,5999,36.0,Intel Core i7-12700H (12th Gen),17.3,Windows 11 Professional,Business,Storm Grey,1TB SSD M.2,32,"Wi-Fi 6E, 11ax 2x2 + Bluetooth 5.1",True,3K (3072x1440),Lithium 4 Cell
IdeaPad 3 15IAU7,2349,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Arctic Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Integrated 45Wh
IdeaPad 1 15IAU7,2199,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,ABYSS Blue,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3 Cell, Integrated 42Wh"
apple MacBook Air M2,3999,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Silver,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,False,Liquid Retina 2560x1664,Lithium Polymer (Li-Po)
Lenovo ThinkPad E14 Gen 6 Intel,3999,24.0,Intel Core Ultra 7-155H,14.0,Dos,Business,Black,512GB SSD M.2,16,"Wi-Fi 6E, 802.11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 57Wh
Dell Latitude 3420,3999,24.0,Intel Core i7-1165G7 (11th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,"3-cell, 41 Wh Li-ion"
Acer Aspire 3 A315-24P-R9P0,1349,24.0,AMD Ryzen 5-7520U,15.6,Dos,standard,Pure Silver,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,50Wh Li-ion battery
HP Elite x360 1040 14 inch G9 2-in-1,5999,36.0,Intel Core i7-1255U (12th Gen),14.0,Windows 11 Professional,2-in-1,Silver,512GB SSD M.2,16,Wi-Fi 6E AX211 (2x2) and Bluetooth 5.3,True,WUXGA 1920x1200 IPS,"HP Long Life 3-cell, 51 Wh Li-ion"
Vostro 3520,1499,24.0,Intel Core i3-1215U (12th Gen),15.6,Windows 11 Home,standard,Carbon Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Lenovo IdeaPad Slim 3 15IRU8,1699,24.0,Intel Core i3-1315U (13th Gen),15.6,Windows 11 Home,standard,Arctic Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
Lenovo IdeaPad Slim 3 15IRH8,1749,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,standard,ABYSS Blue,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
Lenovo IdeaPad Slim 3 14IRH8,2699,24.0,Intel Core i7-13620H (13th Gen),14.0,Windows 11 Home,standard,Arctic Grey,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
ThinkBook 14 G4 IAP,2699,36.0,Intel Core i7-1255U (12th Gen),14.0,Windows 10 Professional,Business,Mineral Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Lithium 3 Cell
Asus ExpertBook B1 (B1502CBA-NJ2035 - 12th Gen Intel),2299,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Business,Star Black,512GB SSD M.2,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Asus TUF Gaming FX707VV4-HX033,4899,24.0,Intel Core i7-13700H (13th Gen),17.3,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Asus TUF Gaming FX507ZC4-HN321,2799,24.0,Intel Core i5-12500H (12th Gen),15.6,Dos,Gaming,Mecha Gray,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
Dell Latitude 3440,2799,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
IdeaPad Gaming 3 15ACH6,2199,24.0,AMD Ryzen 5-5500H,15.6,Dos,Gaming,Shadow Black,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920 x 1080 FHD IPS,Integrated 45Wh
Yoga Book 9 13IRU8,8999,24.0,Intel Core i7-1355U (13th Gen),13.3,Windows 11 Home,2-in-1,Tidal Teal,1TB SSD M.2,16,"Wi-Fi 6E, 11ax 2x2 + Bluetooth 5.1",True,2880x1800 OLED 400nits Glossy IPS,Integrated 80Wh
Dell Vostro 15 3520,2899,24.0,Intel Core i7-1255U (12th Gen),15.6,Windows 11 Home,Business,Carbon Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"4 Cell, integrated 54Wh"
Lenovo ThinkPad E16 Gen 1,2899,24.0,Intel Core i7-1355U (13th Gen),16.0,Dos,Business,Graphite Black,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,WUXGA 1920x1200 IPS,Integrated 57Wh
Lenovo LOQ 15IRX9,4799,24.0,Intel Core i7-13650HX (13th Gen),15.6,Windows 11 Home,Gaming,Gray,512GB SSD M.2,24,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 60Wh
Legion Go,3099,24.0,Extreme,8.8,Windows 11 Home,Gaming,Shadow Black,1TB SSD M.2,16,"AMD Wi-Fi 6E RZ616, 11ax 2x2 + Bluetooth 5.3",True,2560x1600 WQXGA,Li-Polymer 49.2Wh
Dell G16 7630 Gaming,7799,24.0,Intel Core i9-13900HX (13th Gen),16.0,Dos,Gaming,Black,1TB SSD M.2,32,"Intel Wi-Fi 6 AX211, 2x2, 802.11ax, Bluetooth wireless card",False,2560 x1600 QHD,"6-Cell Battery, 86WH, integrated"
Asus Vivobook X1502ZA-EJ427,1249,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,standard,Quiet Blue,256GB SSD M.2,4,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 3 Cell
ThinkPad E14 Gen 5 (Intel),1249,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Business,Graphite Black,256GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 47Wh
Asus Vivobook X1500EA-EJ3646,1399,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Transparent Silver,256GB SSD M.2 + 16GB Intel Optane Memory,4,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
ThinkPad E14 Gen 5 (Intel),1399,24.0,Intel Core i7-13700H (13th Gen),14.0,Dos,Business,Graphite Black,512GB SSD,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 57Wh
ASUS TUF FX507ZC4-HN008,3399,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Gaming,Gray,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.2",False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
E510MA-BR1494,849,24.0,Intel Celeron N4020,15.6,Dos,standard,Peacock Blue,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1366 x 768 HD,Lithium Ion (Li-Ion) 3 Cell
Apple MacBook Pro M3 Pro,9299,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,standard,Space Black,512GB SSD,18,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,72.4-watt-hour lithium-polymer battery
Lenovo IdeaPad 1 15IAU7,994,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,standard,Cloud Grey,512GB SSD M.2,4,Wi-Fi 6 + Bluetooth 5.2,False,1366 x 768 HD,"3 Cell, Integrated 42Wh"
Acer Nitro 5 AN515-58-71EW,3399,24.0,Intel Core i7-12650H (12th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,57Wh Li-ion battery
HP 255 G9,1999,24.0,AMD Ryzen 7-5825U,15.6,Dos,Business,Asteroid Silver,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Dell G15 5530 Gaming,5299,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,512GB SSD M.2,16,"Intel Wi-Fi 6 AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"6-Cell Battery, 86WH, integrated"
HP EliteBook 640 14 inch G9,2399,36.0,Intel Core i5-1235U (12th Gen),14.0,Dos,Business,Silver,256GB SSD M.2,8,Wi-Fi 6E AX211 (2x2) and Bluetooth 5.3,False,1920 x 1080 FHD IPS,"HP Long Life 3-cell, 51 Wh Li-ion"
Lenovo IdeaPad Flex 5 14ALC7,2094,24.0,AMD Ryzen 5-5500U,14.0,Windows 11 Home,2-in-1,Storm Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,Integrated 52.5Wh
ThinkPad T14s Gen 4 (Intel),2094,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Deep Black,1TB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,1920x1200,Integrated 57Wh
Acer Nitro 5 AN515-58-542X,2999,24.0,Intel Core i5-12500H (12th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,57Wh Li-ion battery
Acer Gaming Predator Helios Neo 16 PHN16-71-71P2,5799,24.0,Intel Core i7-13700HX (13th Gen),16.0,Windows 11 Home,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1200,"4-cell, 90 Wh Li-ion polymer"
Asus Vivobook X1500EP-BQ588,1999,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Indie Black,1TB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
Lenovo IdeaPad 1 15IGL7,799,24.0,Intel Celeron N4020,15.6,Dos,standard,Cloud Grey,256GB SSD M.2,4,Wi-Fi 6 + Bluetooth 5.2,False,1366 x 768 HD,"3 Cell, Integrated 42Wh"
Lenovo Gaming LOQ 16IRH8,4499,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Storm Grey,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,WUXGA 1920x1200 IPS,Integrated 60Wh
Apple MacBook Pro M3,8099,24.0,Apple M3 chip,14.2,macOS Sonoma,standard,Silver,1TB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,70-watt-hour lithium-polymer battery
Dell Inspiron 14 7430 2-in-1,3399,24.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Home,2-in-1,Platinum Silver,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 2x2, 802.11ax, Bluetooth wireless card",True,1920x1200 Full HD,"4 Cell, integrated 54Wh"
Asus ROG Strix G614JI-N3082,7999,24.0,Intel Core i7-13650HX (13th Gen),16.0,Dos,Gaming,Eclipse Gray,1TB SSD M.2,32,Wi-Fi 6 + Bluetooth 5.2,False,1920x1200,"90WHrs, 4S1P, 4-cell Li-ion"
Asus Vivobook X1504ZA-NJ672,1699,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Cool Silver,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Microsoft Surface Pro 9,3499,24.0,Microsoft SQ 3 Neural Processing Unit (NPU),13.0,Windows 11 Home,2-in-1,Platinum,128GB SSD,8,WiFi 6E (802.11ax) and Bluetooth 5.1,True,2880X1920 (267 PPI),Up to 19 hours of typical device usage
HP 250 G10,2399,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Turbo silver with Aluminum Top Cover,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"HP Long Life 3-cell, 41 Wh Li-ion"
Acer Aspire 3 A315-58G-5657,1799,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Pure Silver,1TB HDD + 256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,Lithium Ion (Li-Ion)
Asus Vivobook 14 Flip TP3402ZA-LZ058W,2649,24.0,Intel Core i5-12500H (12th Gen),14.0,Windows 11 Home,2-in-1,Cool Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,True,1920x1200,"3-cell Li-ion, 50WHrs, 3S1P"
Dell Vostro 15 3520,1749,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Dell Vostro 15 3520,2349,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Asus Vivobook X1504VA-NJ093,2449,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,16,Wi-Fi 5 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
ThinkPad E14 Gen 5 (Intel),2449,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Business,Graphite Black,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 47Wh
Surface Pro 8,3699,24.0,Intel Core i5-1135G7 (11th Gen),13.0,Windows 11 Home,2-in-1,Platinum,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.1,True,2880x1920,Up to 16 hours of typical device usage
Lenovo LOQ 15IRH8,2899,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,Gaming,Storm Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Integrated 60Wh
ThinkBook 14 G4 IAP,2899,36.0,Intel Core i7-1255U (12th Gen),14.0,Windows 11 Professional,Business,Mineral Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Lithium 3 Cell
Lenovo Legion 5 16IRX9,5549,24.0,Intel Core i7-14650HX (14th Generation),16.0,Dos,Gaming,Luna Grey,1TB SSD M.2,16,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Acer Gaming Predator Helios Neo 16 PHN16-71-74ZT,5299,24.0,Intel Core i7-13700HX (13th Gen),16.0,Windows 11 Home,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1200,"4-cell, 90 Wh Li-ion polymer"
Apple MacBook Pro 16-Inch M3 Pro,11299,24.0,Apple M2 Pro chip,16.2,macOS Sonoma,standard,Silver,512GB SSD,18,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3456x2234,100-watt-hour lithium-polymer battery
E510MA-BR583,849,24.0,Intel Celeron N4020,15.6,Dos,standard,Star Black,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1366 x 768 HD,Lithium Ion (Li-Ion) 3 Cell
MacBook Air M1 2020,3199,24.0,Apple M1 chip,13.3,macOS Big Sur,standard,Silver,256GB SSD,8,Not Available,False,Retina Display 2560x1600,Lithium Polymer (Li-Po)
Dell Vostro 15 3510,1399,24.0,Intel Core i3-1115G4 (11th Gen),15.6,Windows 11 Home,standard,Carbon Black,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1366 x 768 HD,"3-cell, 41 Wh Li-ion"
Lenovo LOQ 15IRX9,2999,24.0,Intel Core i5-13450HX (13th Gen),15.6,Dos,Gaming,Gray,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 60Wh
Lenovo Legion 5 16IRX9,6999,24.0,Intel Core i7-14650HX (14th Generation),16.0,Windows 11 Home,Gaming,Luna Grey,1TB SSD M.2,16,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
HP EliteBook 830 G8,6999,36.0,Intel Core i7-1185G7 vPro (11th Gen),13.3,Windows 10 Professional,Business,Silver,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920 x 1080 FHD IPS,"HP Long Life 3-cell, 53 Wh Li-ion"
Dell Latitude 5440,6999,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Gray,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"3 Cell, integrated 54Wh"
ThinkPad X1 Carbon Gen 11,6999,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Deep Black,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 57Wh
ThinkPad E16 Gen 1 (Intel),6999,24.0,Intel Core i7-1355U (13th Gen),16.0,Dos,Business,Graphite Black,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 47Wh
apple MacBook Air M2 (2024),6999,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Starlight,256GB SSD,16,Wi-Fi 6 + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
